fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20221019 170824	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	482	TRUE	376291	0.0289544572825306	0.997436852627911	2551	1024	5000	10880000	39
20221019 171920	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	344	TRUE	376291	0.0199987679230681	0.883441902614759	3082	267	5000	11032000	40
20221019 172112	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	36	TRUE	376291	0.269659143595916	0.209565814075866	5102	374	5000	10424000	41
20221019 172345	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	66	TRUE	376291	0.20114636403479	0.993921712332936	2756	879	5001	10720000	42
20221019 182630	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	609	TRUE	376291	0.00780959100314823	0.990304485749366	61	733	5002	10712000	43
20221019 184119	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	388	TRUE	376291	0.0146395029972524	0.541114632920944	7974	983	5001	10728000	44
20221019 184307	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	27	TRUE	376291	0.227992607505371	0.748203012028695	3475	341	5000	10816000	45
20221019 191601	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	814	TRUE	376291	0.00531395527554976	0.999340784702518	2209	711	5001	11120000	46
20221019 192431	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	189	TRUE	376291	0.0226438762343944	0.995634325305926	2133	660	5001	11064000	47
20221019 195245	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	709	TRUE	376291	0.0057186088146735	0.998936431313078	2552	778	5001	10960000	48
20221019 202555	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	797	TRUE	376291	0.00509337154269149	0.795685440622966	2088	294	5006	11022000	49
20221019 202811	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	39	TRUE	376291	0.218557767208991	0.586909058692211	4990	666	5002	10736000	50
20221019 203017	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	39	TRUE	376291	0.299441585005196	0.843765252280495	2052	1024	5002	9800000	51
20221019 203359	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	99	TRUE	376291	0.0662337252758207	0.724261433913552	3825	264	5000	10888000	52
20221019 210856	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	885	TRUE	376291	0.00521446290425247	0.252459945263985	2306	1013	5000	10824000	53
20221019 212600	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	673	TRUE	376291	0.0146665333794552	0.201448985997371	5252	924	5000	10808000	54
20221019 215920	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1136	TRUE	376291	0.00563852950302913	0.211105359205611	4956	231	5001	10664000	55
20221019 220235	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	101	TRUE	376291	0.116868791632525	0.224053356886516	7989	1023	5004	10688000	56
20221019 223727	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	623	TRUE	376291	0.00504655699312062	0.989583868680692	1566	943	5000	11344000	57
20221019 231638	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	728	TRUE	376291	0.00501556121736424	0.999286280330442	1265	958	5339	11090000	58
20221019 231845	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	49	TRUE	376291	0.150789526319489	0.97300148820867	7998	942	5000	10712000	59
20221019 232051	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	34	TRUE	376291	0.267952433084005	0.502822158302684	3615	16	5001	10744000	60
